IRICategoryId,IRIUPC,UPCName,Category,SubCategory,ParentCompany,Manufacturer,IRIUPC_SixDigit,IRIUPC_EightDigit,IRIUPC_NineDigit,IRIUPC_TenDigit,IRIUPC_TenDigitV2,IRIUPC_ElevenDigit,IRIUPC_ElevenDigitV2,LastUpdatedUserId,IsDeleted,LineageID,Modified,Created,IsPepsiCategory,BU,LineExtension,TradeMark,CustomUSFLNASaltySnacksSize,CustomUSCount,CustomUSSizePerUnitOz,IRIUPC_SrcEightDigit,IRIUPC_SrcNineDigit,IRIUPC_SrcTenDigit,ItemLaunchWeek,ItemLaunchYear,BrandLaunchWeek,BrandLaunchYear,CustomUSPackage,IRICategoryHead
3426,0011115370001,BRUMMEL & BROWN SPREAD STRAWBERRY PLASTIC TUB 8 OZ ,SPREADS - RFG,FRESH DIPS,UNILEVER,UNILEVER,115370,11537000,111537000,1111537000,0111153700,01111537000,00111153700,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,FLNA,BRUMMEL & BROWN,BRUMMEL & BROWN,N/A,1 CT,8.0,11115370,111153700,1111537000,Before 2013,Before 2013,NOT Qualified,NOT Qualified,PLASTIC TUB,
3427,0011126003141,COCO WHEATS INSTANT WHEAT COCOA 1 CT 14 OZ ,HOT CEREAL,HOT CEREAL,LITTLE CROW FOODS,POST HOLDINGS INC,126003,12600314,112600314,1112600314,0111260031,01112600314,00111260031,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,COCO WHEATS,COCO WHEATS,N/A,1 CT,14.0,11126003,111260031,1112600314,Before 2013,Before 2013,Before 2013,Before 2013,BOX,
3428,0011126003281,COCO WHEATS QUICK WHEAT COCOA 1 CT 28 OZ ,HOT CEREAL,HOT CEREAL,LITTLE CROW FOODS,POST HOLDINGS INC,126003,12600328,112600328,1112600328,0111260032,01112600328,00111260032,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Quaker,COCO WHEATS,COCO WHEATS,N/A,1 CT,28.0,11126003,111260032,1112600328,Before 2013,Before 2013,Before 2013,Before 2013,BOX,
3429,0011146674661,PRIVATE LABEL VANILLA MILK SUBSTITUTE ASEPTIC CARTON 1 CT 32 OZ - 3865504,VALUE ADDED DAIRY,DAIRY ALTERNATIVES,PRIVATE LABEL,PRIVATE LABEL,146674,14667466,114667466,1114667466,0111466746,01114667466,00111466746,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3430,0011150016691,PRIVATE LABEL SPARKLING JUICE APPLE 1 CT 24.4 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001669,115001669,1115001669,0111500166,01115001669,00111500166,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,24.4,11150016,111500166,1115001669,Wk - 10-06-13,2013,Before 2013,Before 2013,GLASS BOTTLE,
3431,0011150016701,PRIVATE LABEL SPARKLING JUICE APPLE 1 CT 24.4 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001670,115001670,1115001670,0111500167,01115001670,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,24.4,11150016,111500167,1115001670,Wk - 10-06-13,2013,Before 2013,Before 2013,GLASS BOTTLE,
3432,0011150016711,PRIVATE LABEL SPARKLING JUICE WHITE GRAPE 1 CT 25.4 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001671,115001671,1115001671,0111500167,01115001671,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,25.4,11150016,111500167,1115001671,Wk - 10-06-13,2013,Before 2013,Before 2013,GLASS BOTTLE,
3433,0011150016721,PRIVATE LABEL SPARKLING JUICE RED GRAPE 1 CT 25.4 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001672,115001672,1115001672,0111500167,01115001672,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,25.4,11150016,111500167,1115001672,Wk - 10-06-13,2013,Before 2013,Before 2013,GLASS BOTTLE,
3434,0011150016731,PRIVATE LABEL JUICE DRINK STRAWBERRY BANANA LITE 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001673,115001673,1115001673,0111500167,01115001673,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150016,111500167,1115001673,Wk - 05-04-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
3435,0011150016741,PRIVATE LABEL JUICE STRAWBERRY BANANA 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001674,115001674,1115001674,0111500167,01115001674,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150016,111500167,1115001674,Wk - 05-04-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
3436,0011150016751,PRIVATE LABEL JUICE POMEGRANATE BLUEBERY 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001675,115001675,1115001675,0111500167,01115001675,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150016,111500167,1115001675,Wk - 04-27-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
3437,0011150016761,PRIVATE LABEL JUICE DRINK POMEGRANATE BLUEBERY LITE 1 CT 46 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001676,115001676,1115001676,0111500167,01115001676,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,46.0,11150016,111500167,1115001676,Wk - 05-04-14,2014,Before 2013,Before 2013,PLASTIC BOTTLE,
3438,0011150016791,PRIVATE LABEL JUICE COCKTAIL CRANBERRY CHERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001679,115001679,1115001679,0111500167,01115001679,00111500167,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500167,1115001679,Wk - 10-06-13,2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3439,0011150016801,PRIVATE LABEL JUICE COCKTAIL WHITE CRANBERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001680,115001680,1115001680,0111500168,01115001680,00111500168,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500168,1115001680,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3440,0011150016811,PRIVATE LABEL JUICE DRINK STRAWBERRY KIWI 10 CT 67.5 OZ - 31328712,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001681,115001681,1115001681,0111500168,01115001681,00111500168,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3441,0011150016821,PRIVATE LABEL JUICE COCKTAIL WHITE CRANBERY PEACH 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001682,115001682,1115001682,0111500168,01115001682,00111500168,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500168,1115001682,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3442,0011150016831,PRIVATE LABEL JUICE DRINK FRUIT PUNCH 10 CT 67.5 OZ - 31398477,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001683,115001683,1115001683,0111500168,01115001683,00111500168,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3443,0011150016841,PRIVATE LABEL JUICE COCKTAIL WHITE CRNBRY STRWBRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001684,115001684,1115001684,0111500168,01115001684,00111500168,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500168,1115001684,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3444,0011150016861,PRIVATE LABEL JUICE COCKTAIL CRANBERRY LITE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001686,115001686,1115001686,0111500168,01115001686,00111500168,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500168,1115001686,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3445,0011150016881,PRIVATE LABEL JUICE COCKTAIL CRAN GRAPE LITE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001688,115001688,1115001688,0111500168,01115001688,00111500168,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500168,1115001688,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3446,0011150016901,PRIVATE LABEL JUICE DRINK CRAN RASPBERRY LITE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001690,115001690,1115001690,0111500169,01115001690,00111500169,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500169,1115001690,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3447,0011150016911,PRIVATE LABEL JUICE DRINK TROPICAL BLEND SPLSH 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001691,115001691,1115001691,0111500169,01115001691,00111500169,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500169,1115001691,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3448,0011150016921,PRIVATE LABEL JUICE COCKTAIL RUBY RED GRAPEFRUIT LITE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001692,115001692,1115001692,0111500169,01115001692,00111500169,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500169,1115001692,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3449,0011150016931,PRIVATE LABEL DRINK STRWBRY KW BLND SPLS 110 CALORIES 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001693,115001693,1115001693,0111500169,01115001693,00111500169,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500169,1115001693,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3450,0011150016971,PRIVATE LABEL DRINK BERRY BLEND SPLASH 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150016,15001697,115001697,1115001697,0111500169,01115001697,00111500169,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150016,111500169,1115001697,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3451,0011150017041,PRIVATE LABEL JUICE DRINK CHERRY 10 CT 67.5 OZ - 31328713,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001704,115001704,1115001704,0111500170,01115001704,00111500170,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3452,0011150017061,PRIVATE LABEL JUICE DRINK TROPICAL PUNCH 10 CT 67.5 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001706,115001706,1115001706,0111500170,01115001706,00111500170,UPDIRI,True,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,10 CT,6.75,11150017,111500170,1115001706,,,,,,
3453,0011150017091,PRIVATE LABEL JUICE APPLE 1 CT 128 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001709,115001709,1115001709,0111500170,01115001709,00111500170,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,128.0,11150017,111500170,1115001709,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3454,0011150017112,PRIVATE LABEL JUICE APPLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001711,115001711,1115001711,0111500171,01115001711,00111500171,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500171,1115001711,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3455,0011150017141,PRIVATE LABEL JUICE APPLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001714,115001714,1115001714,0111500171,01115001714,00111500171,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500171,1115001714,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3456,0011150017171,PRIVATE LABEL CIDER APPLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001717,115001717,1115001717,0111500171,01115001717,00111500171,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500171,1115001717,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3457,0011150017181,PRIVATE LABEL CIDER APPLE 1 CT 128 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001718,115001718,1115001718,0111500171,01115001718,00111500171,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,128.0,11150017,111500171,1115001718,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3458,0011150017221,PRIVATE LABEL JUICE APPLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001722,115001722,1115001722,0111500172,01115001722,00111500172,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500172,1115001722,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3459,0011150017231,PRIVATE LABEL JUICE GRAPE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001723,115001723,1115001723,0111500172,01115001723,00111500172,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500172,1115001723,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3460,0011150017261,PRIVATE LABEL NECTAR APRICOT 1 CT 46 OZ - 3172669,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001726,115001726,1115001726,0111500172,01115001726,00111500172,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3461,0011150017271,PRIVATE LABEL JUICE COCKTAIL CHERRY APPLE REGULAR 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001727,115001727,1115001727,0111500172,01115001727,00111500172,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500172,1115001727,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3462,0011150017281,PRIVATE LABEL JUICE COCKTAIL STRAWBERRY KIWI APPL REGULAR 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001728,115001728,1115001728,0111500172,01115001728,00111500172,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500172,1115001728,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3463,0011150017291,PRIVATE LABEL DRINK RASPBERRY APPLE REGULAR 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001729,115001729,1115001729,0111500172,01115001729,00111500172,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500172,1115001729,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3464,0011150017311,PRIVATE LABEL JUICE COCKTAIL RUBY RED GRAPEFRUIT 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001731,115001731,1115001731,0111500173,01115001731,00111500173,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500173,1115001731,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3465,0011150017331,PRIVATE LABEL JUICE GRAPEFRUIT 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001733,115001733,1115001733,0111500173,01115001733,00111500173,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500173,1115001733,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3466,0011150017411,PRIVATE LABEL JUICE DRINK LEMONADE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001741,115001741,1115001741,0111500174,01115001741,00111500174,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500174,1115001741,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3467,0011150017421,PRIVATE LABEL DRINK PINK LEMONADE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001742,115001742,1115001742,0111500174,01115001742,00111500174,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500174,1115001742,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3468,0011150017431,PRIVATE LABEL JUICE GRAPE 1 CT 46 OZ - 3161849,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001743,115001743,1115001743,0111500174,01115001743,00111500174,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3469,0011150017441,PRIVATE LABEL JUICE DRINK CHERRY LEMONADE 1 CT 64 OZ ,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001744,115001744,1115001744,0111500174,01115001744,00111500174,UPDIRI,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500174,1115001744,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3470,0011150017621,PRIVATE LABEL JUICE DRINK FRUIT PUNCH 1 CT 128 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001762,115001762,1115001762,0111500176,01115001762,00111500176,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,128.0,11150017,111500176,1115001762,Before 2013,Before 2013,Before 2013,Before 2013,JUG,
3471,0011150017641,PRIVATE LABEL DRINK GRAPE PUNCH REGULAR 1 CT 128 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001764,115001764,1115001764,0111500176,01115001764,00111500176,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,128.0,11150017,111500176,1115001764,Before 2013,Before 2013,Before 2013,Before 2013,JUG,
3472,0011150017661,PRIVATE LABEL DRINK ORANGE 1 CT 128 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001766,115001766,1115001766,0111500176,01115001766,00111500176,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,128.0,11150017,111500176,1115001766,Before 2013,Before 2013,Before 2013,Before 2013,JUG,
3473,0011150017671,PRIVATE LABEL DRINK GRAPE CRANBERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001767,115001767,1115001767,0111500176,01115001767,00111500176,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500176,1115001767,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3474,0011150017681,PRIVATE LABEL JUICE COCKTAIL PURPLE GRAPE LITE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001768,115001768,1115001768,0111500176,01115001768,00111500176,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500176,1115001768,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3475,0011150017691,PRIVATE LABEL JUICE COCKTAIL CRANBERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001769,115001769,1115001769,0111500176,01115001769,00111500176,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500176,1115001769,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3476,0011150017701,PRIVATE LABEL JUICE DRINK WHITE GRAPE LITE 1 CT 64 OZ - 29240110,TOTAL JUICE & DRINKS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001770,115001770,1115001770,0111500177,01115001770,00111500177,PChaturvedula,True,1,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,,,,,,,,,,,,,,
3477,0011150017711,PRIVATE LABEL DRINK CRAN APPLE 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001771,115001771,1115001771,0111500177,01115001771,00111500177,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500177,1115001771,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
3478,0011150017731,PRIVATE LABEL JUICE COCKTAIL RASPBERRY CRANBERRY 1 CT 64 OZ ,BOTTLED JUICES - SS,SHELF STABLE J&D,PRIVATE LABEL,PRIVATE LABEL,150017,15001773,115001773,1115001773,0111500177,01115001773,00111500177,IRI2018Update,False,2017,2016-01-29 21:34:13.553,2016-01-29 21:34:13.553,1,Beverages,PRIVATE LABEL,PRIVATE LABEL,N/A,1 CT,64.0,11150017,111500177,1115001773,Before 2013,Before 2013,Before 2013,Before 2013,PLASTIC BOTTLE,
