ASINMasterId,ASIN,Product_Description
629,B001E4Q54G,"Gatorade Performance Series Nutrition Shake, Strawberry, 11-Ounce Cans (Pack of 6)"
630,B001E4S7WE,"Gatorade Performance Series Nutrition Shake, Vanilla, 11-Ounce Cans (Pack of 6)"
631,B001E4T9IU,"Gatorade Performance Series Pro 1 Prime Nutrition Shake, Chocolate, 11-Ounce Cans (Pack of 6)"
632,B001E6R5VG,Pepsi Caffeine Free Diet - 6 CT
633,B001E6TD6Q,"Diet Pepsi Vanilla, 12 ct, 12 oz Cans"
634,B001GN3ISQ,"Lay's Potato Chips, Classic, 1.88 Ounce"
635,B001IMOCI0,"Ruffles Potato Chips, Cheddar and Sour Cream, 1.88 Ounce"
636,B001IMOKWI,"Cheetos Flavored Snacks, Crunchy Cheese, 2.38 Ounce"
637,B001IMRLUG,"Doritos Tortilla Chips, Nacho Cheese, 2.13 Ounce"
638,B001IMTE8I,"Doritos Tortilla Chips, Cool Ranch, 2.13 Ounce"
639,B001IMXA6A,"Cheetos Cheese Flavored Snacks, Crunchy Flamin' Hot, 2.38 Ounce"
640,B001M0AKE8,"Quaker Instant Oatmeal, Dinosaur Eggs and Brown Sugar, Breakfast Cereal, 14.1 Ounce (Pack of 4)"
641,B001QPXJKQ,"Funyuns Flavored Rings, Onion, 1.63 Ounce"
642,B002QZ2AZ0,"Stacy's Simply Naked Bagel Chips, 7 Ounce Bags (Pack of 12)"
643,B002QZ3XKG,"Stacy's Everything (Onion, Sesame, Poppy & Garlic) Flavored Bagel Chips, 7 Ounce Bags (Pack of 12)"
644,B002QZ4D5U,"Stacy's Pita Chips, Parmesan Garlic & Herb, 8-Ounce Bags (Pack of 12)"
645,B002QZ5Z16,"Stacy's Cinnamon Sugar Pita Chips, 6-Ounce Bags (Pack of 12)"
646,B002QZ7ZBY,"Stacy's Pita Chips, Simply Naked, 8-Ounce Bags (Pack of 12)"
647,B002QZAPKC,"Stacy's Pita Chips, Multigrain, 8-Ounce Bags (Pack of 12)"
648,B002SICF82,"Lay's Kettle Cooked Potato Chips, Original, 8.5 Ounce"
649,B002SIEDKU,"Lay's Kettle Cooked Potato Chips, Mesquite BBQ, 8.5 Ounce"
650,B002SPWDQE,"Rold Gold Tiny Twists Pretzels, 16 Ounce"
651,B002U8ABDQ,"Rold Gold Classic Stick Pretzels, 16 Ounce Bag"
652,B002VM8E5S,"Stacy's Pita Chips, Parmesan Garlic & Herb, 18-Ounce Bags (Pack of 6)"
653,B002VMDXKO,"Stacy's Simply Naked Pita Chips, 18-Ounce Bags (Pack of 6)"
654,B002XNXZR2,"Sunchips Multigrain Snacks Cheddar, 10.5 Ounce Bag"
655,B0032ETQU6,"Lay's Kettle Cooked Potato Chips, Sea Salt and Cracked Pepper, 8.5 Ounce"
656,B0035SJSO8,"Cheetos Flavored Snacks, Crunchy Cheese, 1.13 Ounce"
657,B00379J75A,"Lay's Potato Chips, Classic, 1.13 Ounce"
658,B003KFQPX8,"Sobe Lean Raspberry Lemonade, 20oz Bottle"
659,B0041PSUPC,"Tostitos Restaurant Style Tortilla Chips, 13 Ounce Bag"
660,B004CT211Q,"Lay's Baked Potato Crisps, Original, 9 Ounce Bag"
661,B004DE9WQ2,"Cracker Jacks Original Flavor, 7-Ounce (Pack of 9)"
662,B004J82GBA,"Lay's Kettle Cooked Potato Chips, Jalapeno, 8.5 Ounce"
663,B004J84JLA,Stacy's Pita Chips Cinnamon Sugar -- 8 oz
664,B004K0WKPY,"Munchies Snack Mix, Cheese Fix, 8 Ounce"
665,B004K2VKI0,"Funyuns Flavored Rings, Onion, 6.5 Ounce"
666,B004K51SJS,"Fritos Bean Dip, 9 Ounce"
667,B004LPL0XQ,"Lay's Baked Potato Crisps, Original, 1.38 Ounce"
668,B004MHXF9U,"Quaker Instant Oatmeal High Fiber, Cinnamon Swirl, 12.6 Oz"
669,B004P8FUXA,"Stacy's Toasted Garlic Flavored Bagel Chips, 7 Ounce Bags (Pack of 12)"
670,B004Y32MNC,"Fritos Cheese Dip, Jalapeno Cheddar, 9 Ounce"
671,B0052Y7QWY,"Doritos Tortilla Chips, Nacho Cheese, 9.75 Ounce"
672,B0052Y7UZM,"Doritos Tortilla Chips, Cool Ranch, 11 Ounce"
673,B0052Y7VCE,"Lay's Potato Chips, Classic, 10 Ounce"
674,B0052Y7W96,"Lay's Potato Chips, Barbecue, 9.5 Ounce"
675,B0052Y7WRI,"Lay's Potato Chips, Sour Cream and Onion, 9.5 Ounce"
676,B0052Y7XZY,"Lay's Potato Chips, Wavy Original, 10.5 Ounce"
677,B00585875M,"Doritos Tortilla Chips, Taco, 9.75 Ounce (Pack of 1)"
678,B005A1L468,"Near East Rosemary and Olive Oil Quinoa, 4.9-Ounce (Pack of 6)"
679,B005EKWMUM,"Gatorade Performance Series Powder Sticks, Grape, 0.52-Ounce Packets (Pack of 32)"
680,B005EKWMYI,"Gatorade Performance Series Powder Sticks, Orange, 1.34-Ounce Packets (Pack of 32)"
681,B005EKWMYS,"Gatorade Performance Series Powder Sticks, Lemon-Lime, 1.23-Ounce Packets (Pack of 32)"
682,B005ER1EZY,"Cap'N Crunch's Crunch Berries, 18.7-Ounce Boxes (Pack of 5)"
683,B005ER1GDY,"Cap'N Crunch, Chocolatey Crunch, Small Box, 14-Ounce (Pack of 14)"
684,B005ER1GFM,"Cap'N Crunch, Peanut Butter, 12.5-Ounce (Pack of 14)"
685,B005ER1GG6,"Cap'N Crunch, Crunch Berries, 13-Ounce (Pack of 14)"
686,B005ER1GPC,"Cap'N Crunch, Peanut Butter, 17.1-Ounce (Pack of 5)"
687,B005ER1IDW,"Cap'N Crunch's Christmas Crunch, 13-Ounce (Pack of 14)"
688,B005ER1JBS,"Life Cereal, Maple and Brown Sugar, 18-Ounce (Pack of 14)"
689,B005ER1JCM,"Life Cinnamon Cereal, 18-Ounce (Pack of 14)"
690,B005ERS6X2,"Doritos Tortilla Chips, Nacho Cheese, 1.13 Ounce"
691,B005EVAH2G,"Cap'N Crunch, Red Box, 20-Ounce (Pack of 5)"
692,B005JDFC88,"Lay's Potato Chips, Salt and Vinegar, 9.5 Ounce"
693,B005LIA56K,"Cheetos Cheese Flavored Snacks, Crunchy Flamin' Hot, 9.5 Ounce"
694,B005LUX3AI,"Stacy's Pita Chips, Simply Naked, 1-Ounce Bags (Pack of 48)"
695,B005O24BSG,"Doritos Tortilla Chips, Spicy Nacho, 11 Ounce"
696,B005PQNL7I,"Santitas Tortilla Chips, Blend, 11 Ounce"
697,B005UO99VW,"Tostitos Scoop Corn Chips, 10 Ounce Bag"
698,B005V2CORO,"Baken-Ets Fried Pork Skins, Hot N Spicy, 3.5 Ounce"
699,B005XSQTZE,"Ruffles Potato Chips, Sour Cream and Onion, 8.5 Ounce"
700,B00609WCR4,"Frito-Lay Chips Flavor Mix Multipack, 20 Count"
701,B00680ASEE,"Cheetos Flavored Snacks, Crunchy Cheese, 9.5 Ounce"
702,B006K3VEXI,"IZZE Fortified Sparkling Juice, Blackberry, 201.6 oz"
703,B006L2TW3C,"Lay's Stax, Salt & Vinegar, 5.5-Ounce Containers (Pack of 17)"
704,B006M9Y78Y,"Fritos Corn Chips, Scoops, 10.25 Ounce"
705,B006TZBB6M,"Lay's Stax, Sour Cream & Onion, 5.5-Ounce Containers (Pack of 17)"
706,B007J82R8O,"IZZE Sparkling Juice, 3 Flavor Variety Pack, 8.4 oz Cans, 24 Count"
707,B007MLO4R0,"Doritos Tortilla Chips, Spicy Sweet Chili, 11 Ounce"
708,B008E16NQW,"Lay's Potato Chips, Cheddar and Sour Cream, 9.5 Ounce"
709,B008H55GI6,"Cheetos Cheese Flavored Snacks, Jumbo Puffs, 2.38 Ounce"
710,B008K4DHVM,"Stacy's Pita Chips, Italian Harvest, 7.3 oz"
711,B008KFNZHM,"Fritos Corn Chips, Twists Honey BBQ, 10.25 Ounce"
712,B008L8JPI6,"Tostitos Bite Size Tortilla Rounds, 7.18 Ounce Bag"
713,B008UQLZ3W,"O.N.E. Coconut Water Splash, Pink Guava, 16.9 Ounce (Pack of 12)"
714,B008UQLZ5A,"O.N.E. Pure Coconut Water, 16.9 Ounce (Pack of 12)"
715,B008UQLZ78,"O.N.E. Coconut Water with a Splash of Mango, 16.9 Ounce (Pack of 12)"
716,B008UQLZ8W,"O.N.E. Coconut Water with a Splash of Pineapple, 16.9 Ounce (Pack of 12)"
717,B008UVBOCO,"Sunchips Multigrain Snacks Regular, 10.5 Ounce Bag"
718,B008XV6WTG,"Frito-Lay Chips Classic mix Multipack, 20 Count"
719,B008Z8412M,"Lay's Stax, Cheddar, 5.5 Ounce Container"
720,B008Z8415O,"Lay's Stax, Original, 5.75 Ounce Container"
721,B009IMC3CO,"Funyuns Flavored Rings, Onion, 0.88 Ounce"
722,B009IMC8FG,"Fritos Corn Chips, Original, 2.88 Ounce"
723,B009IMCE14,"Lay's Potato Chips, Barbecue, 1.88 Ounce"
724,B009IMCKWW,"Cheetos Flavored Snacks, Twisted Cheese, 9 Ounce"
725,B009IMCKX6,"Cheetos Cheese Flavored Snacks, Jumbo Puffs, 9.5 Ounce"
726,B009IMCY28,"Fritos Corn Chips, Original, 10.25 Ounce"
727,B009IMCZBI,"Lay's Kettle Cooked Potato Chips, Sea Salt and Vinegar, 8.5 Ounce"
728,B009IMDGZM,"Ruffles Potato Chips, Cheddar and Sour Cream, 8.5 Ounce"
729,B009IMDH74,"Ruffles Potato Chips, Original, 9 Ounce"
730,B009IMDNSW,"Sunchips Multigrain Snacks, French Onion, 10.5 Ounce"
731,B009IMDS2I,"Baken-Ets Fried Pork Skins, Traditional, 3.5 Ounce"
732,B009IMDTYK,"Chester's Puffcorn Snacks, Cheese, 4.5 Ounce"
733,B009IMDZGC,"Grandma's Sandwich Creme Cookies, Vanilla Mini, 3 Ounce (Pack of 6)"
734,B009IMDZM6,"Grandma's Sandwich Creme Cookies, Vanilla, 3.03 Ounce (Pack of 6)"
735,B009IMDZSA,"Munchies Peanut Butter on Cheese Crackers, 1.42 Ounce (Pack of 8)"
736,B009IME54S,"Munchies Peanut Butter on Toast Crackers, 1.42 Ounce (Pack of 8)"
737,B009IME5SE,"Frito-Lay Seeds, Sunflower, 1.88 Ounce (Pack of 10)"
738,B009IME6A6,"Munchies Peanuts, Honey Roasted, 1.38 Ounce (Pack of 16)"
739,B009IME77S,"Munchies Peanuts, Salted, 1.63 Ounce (Pack of 16)"
740,B009IMEDFO,"Tostitos Queso Dips to Go, 3.625 Ounce"
741,B00AKKT1B4,"Munchies Peanuts, Salted, 1.63 Ounce (Pack of 32)"
742,B00AKKT7QI,"Lay's Potato Chips, Classic, 10 Ounce (Pack of 4)"
743,B00AKKTANI,"Lay's Potato Chips, Wavy Original, 10.5 Ounce (Pack of 4)"
744,B00AKKTDEE,"Doritos Tortilla Chips, Spicy Nacho, 11 Ounce (Pack of 4)"
745,B00AKKTL28,"Sunchips Multigrain Snacks, French Onion, 10.5 Ounce (Pack of 4)"
746,B00AKKTVR8,"Grandma's Sandwich Creme Cookies, Vanilla, 3.03 Ounce (Pack of 18)"
747,B00AKKTYEI,"Doritos Tortilla Chips, Nacho Cheese, 11 Ounce (Pack of 4)"
748,B00AKKU2L2,"Ruffles Potato Chips, Cheddar and Sour Cream, 8.5 Ounce (Pack of 4)"
749,B00AKKUM94,"Lay's Potato Chips, Cheddar and Sour Cream, 9.5 Ounce (Pack of 4)"
750,B00AKKUR0I,"Ruffles Potato Chips, Original, 9 Ounce (Pack of 4)"
751,B00AKKV05O,"Lay's Potato Chips, Barbecue, 9.5 Ounce (Pack of 4)"
752,B00AKKV7C0,"Ruffles Potato Chips, Sour Cream and Onion, 8.5 Ounce (Pack of 4)"
753,B00AKKVG6W,"Lay's Potato Chips, Sour Cream and Onion, 9.5 Ounce (Pack of 4)"
754,B00AKKVNQU,"Munchies Peanuts, Honey Roasted, 1.38 Ounce (Pack of 32)"
755,B00AKKVPH2,"Frito-Lay Seeds, Sunflower, 1.88 Ounce (Pack of 30)"
756,B00AKKVT14,"Cheetos Cheese Flavored Snacks, Crunchy Flamin' Hot, 9.5 Ounce (Pack of 4)"
757,B00AKKVU9K,"Doritos Tortilla Chips, Spicy Sweet Chili, 11 Ounce (Pack of 4)"
758,B00AKLJVZY,"Fritos Cheese Dip, Jalapeno Cheddar, 9 Ounce (Pack of 6)"
759,B00AKLK87Y,"Fritos Bean Dip, 9 Ounce (Pack of 6)"
760,B00AQT3I90,Naked Pure Coconut Water
761,B00AULKCX4,"Fritos Corn Chips, Scoops, 10.25 Ounce (Pack of 4)"
762,B00AUM1YR6,"Cheetos Cheese Flavored Snacks, Jumbo Puffs, 9.5 Ounce (Pack of 4)"
763,B00AUM3T7E,"Fritos Corn Chips, Original, 10.25 Ounce (Pack of 4)"
764,B00B5ON3XQ,"Quaker Chocolate Chip Oatmeal Cookies, 9.3 Ounce (Pack of 12)"
765,B00BFQVN0Y,"Rice-A-Roni Chicken, Lower Sodium, 6.9 Ounce (Pack of 12)"
766,B00BIR15DA,"Stacy's Pita Chips, Parmesan Garlic and Herb, 1.5 Ounce (Pack of 24)"
767,B00BIR15TE,"Stacy's Pita Chips, Naked, 1.5 Ounce (Pack of 24)"
768,B00BTWYSC4,"Quaker Chewy Yogurt Granola Bars, Strawberry, 6.1 oz"
769,B00CHUDP58,"Sunchips Multigrain Snacks Variety Pack, Pack of 30"
770,B00D6BGA68,"Lay's Stax, Mesquite Barbeque, 5.5 Ounce Container"
771,B00DOS55L4,"Quaker Stila Oat Cluster Bits - Cranberry Yogurt, 3.5 Ounce Packages (Pack"
772,B00E1Z242W,"Frito-Lay Bold/Spicy Variety Pack, 50 Ounce"
773,B00E1Z257G,"Frito-Lay Flamin' Hot Mix Variety Pack, 30 Count"
774,B00E230CKE,"Frito-Lay Flavor Variety Pack, 50 Ounce"
775,B00E2R1S3K,"Rold Gold Classic Stick Pretzels, 16 Ounce Bag (Pack of 6)"
776,B00E2R32UM,"Tostitos Restaurant Style Tortilla Chips, 13 Ounce Bag (Pack of 4)"
777,B00E2R35QI,"Tostitos Bite Size Tortilla Rounds, 13 Ounce Bag (Pack of 4)"
778,B00E2R39IM,"Tostitos Scoop Corn Chips, 10 Ounce Bag (Pack of 4)"
779,B00E2R3C3O,"Lay's Baked Potato Crisps, Original, 9 Ounce Bag (Pack of 4)"
780,B00E2R3HUM,"Sunchips Multigrain Snacks Regular, 10.5 Ounce Bag (Pack of 4)"
781,B00E2R3KOU,"Sunchips Multigrain Snacks Cheddar, 10.5 Ounce Bag (Pack of 4)"
782,B00E38B71Q,"Lay's Potato Chips, Salt and Vinegar, 9.5 Ounce (Pack of 4)"
783,B00E39ZN8I,"Tostitos Queso Dips to Go, 3.625 Ounce (Pack of 12)"
784,B00E3A0JRM,"Chester's Puffcorn Snacks, Cheese, 4.5 Ounce (Pack of 6)"
785,B00E3A0NAA,"Munchies Peanut Butter on Cheese Crackers, 1.42 Ounce (Pack of 24)"
786,B00E3A0QE8,"Munchies Peanut Butter on Toast Crackers, 1.42 Ounce (Pack of 24)"
787,B00E3A19U8,"Baken-Ets Fried Pork Skins, Traditional, 3.5 Ounce (Pack of 6)"
788,B00E3A1DE0,"Baken-Ets Fried Pork Skins, Hot N Spicy, 3.5 Ounce (Pack of 6)"
789,B00E3A1H3C,"Lay's Potato Chips, Classic, 1.88 Ounce (Pack of 12)"
790,B00E3A1JU8,"Lay's Potato Chips, Barbecue, 1.88 Ounce (Pack of 12)"
791,B00E3A1N3G,"Ruffles Potato Chips, Cheddar and Sour Cream, 1.88 Ounce (Pack of 12)"
792,B00E3A1Q9W,"Cheetos Flavored Snacks, Crunchy Cheese, 2.38 Ounce (Pack of 12)"
793,B00E3A1SQS,"Cheetos Cheese Flavored Snacks, Crunchy Flamin' Hot, 2.38 Ounce (Pack of 12)"
794,B00E3A1WFA,"Doritos Tortilla Chips, Cool Ranch, 2.13 Ounce (Pack of 12)"
795,B00E3A21CI,"Doritos Tortilla Chips, Nacho Cheese, 2.13 Ounce (Pack of 12)"
796,B00E3A24F2,"Cheetos Cheese Flavored Snacks, Jumbo Puffs, 2.38 Ounce (Pack of 12)"
797,B00E3A29NE,"Funyuns Flavored Rings, Onion, 1.63 Ounce (Pack of 12)"
798,B00E3A2BVO,"Lay's Baked Potato Crisps, Original, 1.38 Ounce (Pack of 12)"
799,B00E3A2FO2,"Lay's Kettle Cooked Potato Chips, Jalapeno, 8.5 Ounce (Pack of 4)"
800,B00E3A2HR2,"Lay's Kettle Cooked Potato Chips, Sea Salt and Vinegar, 8.5 Ounce (Pack of 4)"
801,B00E3A2KVK,"Lay's Kettle Cooked Potato Chips, Mesquite BBQ, 8.5 Ounce (Pack of 4)"
802,B00E3A2MOK,"Lay's Kettle Cooked Potato Chips, Original, 8.5 Ounce (Pack of 4)"
803,B00E3A2QJQ,"Funyuns Flavored Rings, Onion, 6.5 Ounce (Pack of 4)"
804,B00E3A2U4M,"Munchies Snack Mix, Cheese Fix, 8 Ounce (Pack of 6)"
805,B00E3A2WUE,"Lay's Kettle Cooked Potato Chips, Sea Salt and Cracked Pepper, 8.5 Ounce (Pack of 4)"
806,B00E3A3244,"Funyuns Flavored Rings, Onion, 0.88 Ounce (Pack of 24)"
807,B00E3A351O,"Fritos Corn Chips, Original, 2.88 Ounce (Pack of 12)"
808,B00E3A375S,"Fritos Corn Chips, Twists Honey BBQ, 10.25 Ounce (Pack of 4)"
809,B00E3A3B5E,"Doritos Tortilla Chips, Cool Ranch, 11 Ounce (Pack of 4)"
810,B00E3A3D2U,"Cheetos Flavored Snacks, Twisted Cheese, 9 Ounce (Pack of 4)"
811,B00E3A3EQA,"Cheetos Cheese Flavored Snacks, Crunchy, 9.5 Ounce (Pack of 4)"
812,B00E3A3J1U,"Lay's Potato Chips, Classic, 1.13 Ounce (Pack of 12)"
813,B00E3A3L0O,"Cheetos Flavored Snacks, Crunchy Cheese, 1.13 Ounce (Pack of 12)"
814,B00E3A3MI0,"Doritos Tortilla Chips, Nacho Cheese, 1.13 Ounce (Pack of 12)"
815,B00EHAY9YM,"Cracker Jack'D Hearty Snack Mix, PB and Chocolate, 3 Ounce (Pack of 6)"
816,B00ERDGEA6,"Cheetos Glow-in-The-Dark Halloween, 0.65 Ounce Bags, 30 count"
817,B00F0C0S2I,"Miss Vickie's Kettle Cooked Potato Chips Variety Pack, 30 Count"
818,B00FFJ1DZM,"Cracker Jack'D Intense Snack Mix, Spicy Pizzeria, 3.5 oz"
819,B00FFJ1EWY,"Cracker Jack'D Hearty Snack Mix, PB and Chocolate, 3 oz"
820,B00FLJY6SW,"Quaker Crispy Cookies, Peanut Butter, 9.3 Ounce (Pack of 12)"
821,B00FLJY6W8,"Quaker Big Chewy Chocolate Chip Granola Bar, Peanut Butter, 1.48oz, 5 Count"
822,B00FLJY8MQ,"Quaker Big Chewy Chocolate Chip Granola Bar, 7.4 Ounce"
823,B00GSZIYWM,Cracker Jack'D Berry Yogurt Hearty Mix (Pack of 2)
824,B00GWWSZAM,"Baked Lay's Potato Chips Bag, Original, 6.25 Ounce (4-Pack)"
825,B00H5QQ2AY,"IZZE Sparkling Juice, Blackberry, 12 oz Glass Bottles, 12 Count"
826,B00H5QQ3XU,"IZZE Sparkling Juice, Clementine, 12 oz Glass Bottles, 12 Count"
827,B00HBBX92C,"Quaker Instant Oatmeal Value Pack, Apples and Cinnamon, 27.3 Ounce (Pack of 8)"
828,B00HBBXAMG,"Quaker Instant Oatmeal Variety Pack, 27.3 Ounce (Pack of 8)"
829,B00HC767CE,"Gatorade G2 Thirst Quencher Variety Pack, 20 Ounce Bottles (Pack of 12)"
830,B00HC76FBW,"Gatorade Prime Energy Chews, Strawberry (Pack of 16)"
831,B00HC76FVW,"Gatorade Prime Energy Chews, Orange (Pack of 16)"
832,B00HC76NW8,"Gatorade Prime Energy Chews, Fruit Punch (Pack of 16)"
833,B00HC76NWI,"Gatorade Prime Energy Chews, Cool Blue (Pack of 16)"
834,B00HKHX1AW,"Stacy's Pita Chips, Cinnamon Sugar, 1.5 Ounce (Pack of 24)"
835,B00HZYB9DQ,"Diet Lipton Green Tea, Citrus (12 Count, 16.9 Fl Oz Each)"
836,B00HZYBEN6,"Diet Mountain Dew Bottle (8 Count, 12 Fl Oz Each)"
837,B00HZYBI14,"Diet Mountain Dew Mini-Can (8 Count, 7.5 Fl Oz Each)"
838,B00HZYBPI0,"Diet Pepsi Minicans (Aspartame Free) â€“ 8 Count, 7.5 Fl Oz Each"
839,B00HZYBSHS,"Diet Pepsi Max Bottle (8 Count, 12 Fl Oz Each)"
840,B00HZYBVG6,"Diet Pepsi Max Mini-Can (8 Count, 7.5 Fl Oz Each)"
841,B00HZYBXUK,"Lipton Green Tea, Citrus (12 Count, 16.9 Fl Oz Each)"
842,B00HZYC0PW,"Lipton Diet Green Tea, Mixed Berry, (12 Count, 16.9 Fl Oz Each)"
843,B00HZYC3A4,"Pure Leaf Iced Tea, Sweet Tea, Real Brewed Black Tea, 18.5 Ounce Bottles (Pack of 6)"
844,B00HZYC8XQ,"Pure Leaf Iced Tea, Unsweetened, Real Brewed Tea, 0 Calories, 18.5 Ounce Bottles (Pack of 6)"
845,B00HZYCCKU,"Mountain Dew Bottle (8 Count, 12 Fl Oz Each)"
846,B00HZYCKWK,"Pepsi Mini-Cans (8 Count, 7.5 Fl Oz Each)"
847,B00HZYCNRC,"Pepsi Next Bottle (8 Count, 12 Fl Oz Each)"
848,B00HZYCQBK,"Pepsi Next Mini-Can (8 Count, 7.5 Fl Oz Each)"
849,B00HZYCT6C,"Starbucks Refreshers, Blueberry Acai (4 Count, 8.4 Fl Oz Each)"
850,B00HZYCVMY,"Starbucks Refreshers, Strawberry Lemonade (4 Count, 8.4 Fl Oz Each)"
851,B00HZYCYJ4,"Sierra Mist Bottle (8 Count, 12 Fl Oz Each)"
852,B00HZYD0OC,"Sierra Mist Mini-Can (8 Count, 7.5 Fl Oz Each)"
853,B00HZYD5KQ,"Starbucks Double Shot, Espresso, Coffee Drink 6.5 Fl Oz (Pack of 4)"
854,B00HZYD80S,"IZZE Sparkling Juice, Apple, 8.4 oz Cans, 4 Count"
855,B00HZYDATM,"IZZE Sparkling Juice, Clementine, 8.4 oz Cans, 4 Count"
856,B00ID0DTAM,"Frito-Lay Classic Mix Variety Pack, 20 Count"
857,B00ID0DUYM,"Frito-Lay Flavor Mix Purple Variety Pack, 20 Count"
858,B00ID0DVYQ,"Ruffles Original  Potato Chips, Party Size! (13.5 Ounce)"
859,B00ID0DX3U,"Rold Gold Tiny Twists Pretzels, 16 Ounce"
860,B00ID0DYHU,"Tostitos Chunky Salsa - Mild, 15.5 Ounce"
861,B00ID0DZRY,"Tostitos Chunky Salsa - Medium, 15.5 Ounce"
862,B00ID0E154,"Tostitos Original Restaurant Style Tortilla Chips, 13 Ounce"
863,B00ID0E2B2,"Tostitos Hint of Lime Flavored Tortilla Chips, 13 Ounce"
864,B00ID0E4A6,"Tostitos Bite Size Rounds Tortilla Chips, 13 Ounce"
865,B00ID0E5Q4,"Tostitos Scoops! Tortilla Chips, 10 Ounce"
866,B00ID0E6TK,"Tostitos Salsa Con Queso - Medium, 15 Ounce"
867,B00ID0E820,"Lay's Kettle Cooked Potato Chips, Jalapeno, 8.5 Oz"
868,B00ID0E90G,"Lay's Kettle Cooked Potato Chips, Original, 8.5 Oz"
869,B00ID0EA3W,"Funyuns Onion Flavored Snacks, Original, 6.5 Oz"
870,B00ID0EB1S,"Tostitos Original Restaurant Style Tortilla Chips, Party Size! (18 Ounce)"
871,B00ID0EBP4,"Tostitos Scoops! Tortilla Chips, Party Size! (14.5 Ounce)"
872,B00ID0ECE4,"Tostitos Cantina Thin & Crispy Tortilla Chips, 9 Ounce"
873,B00ID0ED6Q,"Doritos Tortilla Chips, Party Size Nacho Cheese, 16 Oz"
874,B00ID0EDWK,"Fritos Corn Chips, Scoops, 10.25 Oz"
875,B00ID0EEMY,"Fritos Corn Chips, Original, 10.25 Oz"
876,B00ID0EFLY,"Doritos Tortilla Chips, Cool Ranch, 11 Oz"
877,B00ID0EGDG,"Doritos Tortilla Chips, Nacho Cheese, 11 Oz"
878,B00ID0EGU4,"Doritos Tortilla Chips, Spicy Nacho, 11 Oz"
879,B00ID0EHM6,"Cheetos Jumbo Puffs, 9.5 Oz"
880,B00ID0EIBG,"Cheetos Crunchy Cheese Snacks,9.5 Oz"
881,B00ID0EIYS,"Ruffles Original Potato Chips, 9 Ounce"
882,B00ID0EJQU,"Ruffles Cheddar & Sour Cream Flavored Potato Chips, 8.5 Ounce"
883,B00ID0EK5U,"Lay's Potato Chips, Barbecue, 9.5 Oz"
884,B00ID0EKPU,"Lay's Potato Chips, Classic, 10 Oz"
885,B00ID0ELDG,"Lay's Potato Chips, Sour Cream and Onion, 9.5 Oz"
886,B00ID0EM76,"Lay's Potato Chips, Lightly Salted, 9.5 Oz"
887,B00ID0EMXA,"Lay's Potato Chips, Wavy Original, 10 Oz"
888,B00ID0ENNE,"Lay's Potato Chips, Party Size Classic, 13.75 Oz"
889,B00ID0EO3I,"Lay's Potato Chips, Party Size Wavy Original, 13.75 Oz"
890,B00ID0OURI,"Quaker Chewy Granola Bars, Chocolate Chip, 18 Bars"
891,B00ID0OWUS,"Quaker Chewy Granola Bars, Variety Value Pack, 18 Bars"
892,B00ID0OZKA,"Quaker Chewy Granola Bars, 25% Less Sugar Variety Pack, Snack Bars, Low Sugar, 18 Bars"
893,B00ID0P3BU,"Quaker Instant Grits, Original, Value Pack, 22 Packets"
894,B00ID0P5KO,"Quaker Instant Grits, Butter Flavor, Value Pack, 22 Packets"
895,B00ID0P8EW,"Quaker Instant Grits, Original, Super Family Value Size, 36 Oz"
896,B00ID0PB4E,"Quaker Quick 1 Minute Oats, 5 Pounds"
897,B00ID0PE4G,"Quaker Instant Oatmeal, Apples and Cinnamon, 18 Count"
898,B00ID0PGMG,"Quaker Instant Oatmeal, Variety Value Pack, Breakfast Cereal, 18 Packets"
899,B00ID0PJ1Y,"Quaker Instant Oatmeal, Maple Brown Sugar Value Pack, Breakfast Cereal, 18 Packets"
900,B00ID0PLR6,"Aunt Jemima Pancake & Waffle Mix, Original, 48 Servings Box"
901,B00ID0PODW,"Aunt Jemima Pancake & Waffle Mix, Original Complete, 50 Servings Box"
902,B00ID0PQEE,"Aunt Jemima Pancake & Waffle Mix, Buttermilk Complete, 50 Serving Box"
903,B00ID0PSMY,"Aunt Jemima Syrup, Original, 64 Fl Oz"
904,B00ID0PV0S,"Near East Couscous Moroccan Style Pasta, Original, Large Box 16 Servings"
905,B00IDQXU00,"O.N.E. Coconut Water (4 Count, 11.2 Fl Oz Each)"
906,B00IDQXW1W,"IZZE Fortified Sparkling Juice, Pomegranate (4 Count, 8.4 Fl Oz Each)"
907,B00IDQXYLA,"IZZE Fortified Sparkling Juice, Grapefruit (4 Count, 8.4 Fl Oz Each)"
908,B00IDQY0K4,"IZZE Sparkling Juice, Blackberry, 8.4 oz Cans, 4 Count"
909,B00IDU45HS,"Gatorade Thirst Quencher, Cool Blue (4 Count, 24 Fl Oz Each)"
910,B00IDU487A,"Gatorade Thirst Quencher, Lemon-Lime (4 Count, 24 Fl Oz Each)"
911,B00IDXQV0O,"Quaker Steel Cut Oatmeal, Breakfast Cereal, 30 oz (Pack of 12)"
912,B00IEVT5AS,"Diet Pepsi, 7.5 Fl Oz Mini Cans, 24 Pack"
913,B00IEVT5CQ,"Mountain Dew, 7.5 Fl Oz Mini Cans, 24 Pack"
914,B00IEVT5FI,"Mist Twist Soda, 7.5 Ounce (24 Cans)"
915,B00IEVT5GC,"Pepsi, 7.5 Fl Oz Mini Cans, 24 Pack"
